"taxon"	"Número de pétalas "	"Inserção das folhas"	"Cores principais da flor/inflorescência"	"Espinescência"	"Porte"	"Consistência do fruto"	"Simetria do perianto"
"Ranunculus trichophyllus subsp. eradicatus"	"Flores com 5 pétalas,Flores com 6 pétalas,Flores com mais de 6 pétalas"		"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Ranunculus trichophyllus subsp. trichophyllus"	"Flores com 5 pétalas,Flores com 6 pétalas,Flores com mais de 6 pétalas"		"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Ranunculus trichophyllus"	"Flores com 5 pétalas,Flores com 6 pétalas,Flores com mais de 6 pétalas"		"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Ranunculus trilobus"	"Flores com 5 pétalas,Flores com 6 pétalas,Flores com mais de 6 pétalas"	"Folhas todas basais"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Ranunculus tripartitus"	"Flores com 5 pétalas,Flores com 6 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas,Folhas opostas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Thalictrum minus subsp. matritense"	"Flores com 4 pétalas,Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Thalictrum minus subsp. minus"	"Flores com 4 pétalas,Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Thalictrum minus"	"Flores com 4 pétalas,Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Thalictrum speciosissimum"	"Flores com 4 pétalas,Flores com 5 pétalas"	"Folhas alternas"	"Flores creme ou amarelo-limão,Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Reseda alba subsp. alba"	"Flores com 5 pétalas,Flores com 6 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria bilateral"
"Reseda barrelieri var. barrelieri"	"Flores com 5 pétalas,Flores com 6 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria bilateral"
"Reseda gredensis"	"Flores com 6 pétalas,Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores vermelhas ou alaranjadas,Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria bilateral"
"Reseda lutea subsp. lutea"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores creme ou amarelo-limão,Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Reseda luteola"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores creme ou amarelo-limão,Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Reseda media"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Reseda phyteuma"	"Flores com 6 pétalas"	"Folhas alternas"	"Flores brancas,Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Reseda virgata"	"Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas,Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Sesamoides purpurascens"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas,Flores vermelhas ou alaranjadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Sesamoides spathulifolia"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores vermelhas ou alaranjadas,Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Sesamoides suffruticosa var. latifolia"	"Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria bilateral"
"Sesamoides suffruticosa var. suffruticosa"	"Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria bilateral"
"Sesamoides suffruticosa"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores vermelhas ou alaranjadas,Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria bilateral"
"Frangula alnus"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Arbusto ou subarbusto,Árvore"	"Fruto carnudo"	"Simetria radial"
"Rhamnus alaternus"	"Flores com 4 pétalas,Flores com 5 pétalas"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Arbusto ou subarbusto,Árvore"	"Fruto carnudo"	"Simetria radial"
"Rhamnus lycioides subsp. oleoides"	"Flores com 4 pétalas,Flores com 5 pétalas"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas"	"Ramos terminados em espinho"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Agrimonia eupatoria subsp. eupatoria"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Agrimonia eupatoria subsp. grandis"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Agrimonia eupatoria"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Agrimonia procera"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Alchemilla transiens"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 5 pétalas"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas,Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Amelanchier ovalis subsp. ovalis"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Aphanes arvensis"	"Flores com 4 pétalas"		"Flores esverdeadas ou acastanhadas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Aphanes australis"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Aphanes cornucopioides"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Aphanes lusitanica"	"Flores com 4 pétalas"		"Flores esverdeadas ou acastanhadas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Aphanes microcarpa"	"Flores com 4 pétalas"		"Flores esverdeadas ou acastanhadas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Crataegus monogyna"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Ramos terminados em espinho"	"Arbusto ou subarbusto,Árvore"	"Fruto carnudo"	"Simetria radial"
"Filipendula ulmaria"	"Flores com 5 pétalas,Flores com 4 pétalas,Flores com 6 pétalas"	"Folhas todas basais,Folhas alternas"	"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Filipendula vulgaris"	"Flores com 6 pétalas,Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas todas basais,Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Fragaria vesca subsp. vesca"	"Flores com 5 pétalas,Flores com 6 pétalas,Flores com mais de 6 pétalas"	"Folhas todas basais"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto carnudo"	"Simetria radial"
"Geum hispidum"	"Flores com 5 pétalas,Flores com 6 pétalas,Flores com mais de 6 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Geum sylvaticum"	"Flores com 5 pétalas,Flores com 6 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Geum urbanum"	"Flores com 5 pétalas,Flores com 6 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Malus sylvestris"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Ramos terminados em espinho"	"Árvore"	"Fruto carnudo"	"Simetria radial"
"Potentilla anglica"	"Flores com 5 pétalas,Flores com 4 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Potentilla anserina subsp. anserina"	"Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Potentilla asturica"	"Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Potentilla erecta"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Potentilla montana"	"Flores com 5 pétalas,Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Potentilla neumanniana"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Potentilla reptans"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Potentilla rupestris"	"Flores com 5 pétalas"		"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Potentilla sterilis"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Prunus avium"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Árvore"	"Fruto carnudo"	"Simetria radial"
"Prunus insititia"	"Flores com 5 pétalas"	"Folhas alternas"	"NA"	"Ramos terminados em espinho,Sem espinhos"		"Fruto carnudo"	"Simetria radial"
"Prunus lusitanica subsp. lusitanica"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Árvore"	"Fruto carnudo"	"Simetria radial"
"Prunus mahaleb"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Arbusto ou subarbusto,Árvore"	"Fruto carnudo"	"Simetria radial"
"Prunus padus subsp. padus"	"Flores com 5 pétalas"		"NA"			"Fruto carnudo"	"Simetria radial"
"Prunus spinosa"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Ramos terminados em espinho"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Pyrus bourgaeana"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Ramos terminados em espinho"	"Arbusto ou subarbusto,Árvore"	"Fruto carnudo"	"Simetria radial"
"Pyrus cordata"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Ramos terminados em espinho"	"Árvore,Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Rosa agrestis"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa andegavensis"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa blondaeana"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa canina"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa corymbifera"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa deseglisei"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa micrantha"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Caules com acúleos"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Rosa pouzinii"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa,Flores brancas"	"Caules com acúleos"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Rosa rubiginosa"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores rosa"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa sempervirens"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Caules com acúleos"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Rosa squarrosa"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa stylosa"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa tomentosa"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa villosa"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rosa vosagiaca"	"Flores com 5 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus brigantinus"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores rosa,Flores brancas"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus caesius"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus canescens"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus castellarnaui"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus galloecicus"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores rosa"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus genevieri"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores rosa"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus henriquesii"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores brancas,Flores rosa"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus lainzii"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus peratticus"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus praecox"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores rosa,Flores brancas"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus radula"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus sampaioanus"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"		"NA"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus ulmifolius var. ulmifolius"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores rosa"	"Caules com acúleos"	"Arbusto ou subarbusto"	"Fruto carnudo"	"Simetria radial"
"Rubus vagabundus"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus vestitus"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores rosa,Flores brancas"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Rubus vigoi"	"Flores com 5 pétalas,Flores com mais de 6 pétalas"	"Folhas alternas"	"Flores brancas"	"Caules com acúleos"		"Fruto carnudo"	"Simetria radial"
"Sanguisorba hybrida"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Sanguisorba minor subsp. balearica"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Sanguisorba minor subsp. minor"	"Flores com 4 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Sanguisorba minor"	"Flores com 4 pétalas"		"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Sanguisorba verrucosa"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores esverdeadas ou acastanhadas,Flores vermelhas ou alaranjadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Sorbus aria"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Árvore"	"Fruto carnudo"	"Simetria radial"
"Sorbus aucuparia"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Árvore"	"Fruto carnudo"	"Simetria radial"
"Sorbus domestica"	"Flores com 5 pétalas"		"NA"	"Sem espinhos"		"Fruto carnudo"	"Simetria radial"
"Sorbus latifolia"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Árvore"	"Fruto carnudo"	"Simetria radial"
"Sorbus torminalis"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Árvore"	"Fruto carnudo"	"Simetria radial"
"Spiraea hypericifolia subsp. obovata"	"Flores com 5 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Arbusto ou subarbusto"	"Fruto seco"	"Simetria radial"
"Asperula aristata subsp. scabra"	"Flores com 4 pétalas"	"Folhas verticiladas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Asperula arvensis"	"Flores com 4 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Asperula cynanchica subsp. cynanchica"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com mais de 6 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Asperula hirsuta f. hirsuta"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com mais de 6 pétalas"	"Folhas verticiladas"	"Flores rosa"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Crucianella angustifolia"	"Flores com 4 pétalas"	"Folhas verticiladas"	"Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Crucianella latifolia"	"Flores com 4 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Crucianella maritima"	"Flores com 5 pétalas"	"Folhas verticiladas"	"Flores amarelas"	"Folhas com margem ou ponta espinhosa"	"Arbusto ou subarbusto"	"Fruto seco"	"Simetria radial"
"Cruciata glabra subsp. hirticaulis"	"Flores com 4 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"Flores amarelas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Cruciata laevipes"	"Flores com 4 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"Flores amarelas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Cruciata pedemontana"	"Flores com 4 pétalas"	"Folhas verticiladas"	"Flores creme ou amarelo-limão"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Galium aparine subsp. spurium"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium aparine subsp. aparine"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium aparine"	"Flores com 4 pétalas"	"Folhas verticiladas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Galium baeticum"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium broterianum"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium concatenatum"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Galium debile"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Galium glaucum subsp. australe"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium lucidum subsp. lucidum"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium minutulum"	"Flores com 4 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium mollugo subsp. erectum"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium mollugo subsp. mollugo"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium mollugo"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium murale"	"Flores com 4 pétalas"	"Folhas verticiladas"	"Flores brancas,Flores rosa,Flores esverdeadas ou acastanhadas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Galium palustre var. elongatum"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium palustre var. palustre"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium palustre"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"Flores brancas"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium papillosum subsp. helodes"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium papillosum subsp. papillosum"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Galium papillosum"	"Flores com 4 pétalas,Flores com 3 pétalas,Flores com 6 pétalas,Flores com 5 pétalas"	"Folhas verticiladas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
